Estimate,lwr,upr,pval,contrast,n,EPV,prev,rho
0.0260883176338543,0.0245639290801188,0.0276127061875897,0,GLM,100,0.5,0.01,0
-0.00604336293374713,-0.00756775148748628,-0.00451897438000799,0,EN,100,0.5,0.01,0
-0.0117094364699996,-0.0132338250237408,-0.0101850479162585,0,AEN,100,0.5,0.01,0
0.0365517565716982,0.0350273680179643,0.0380761451254322,0,RF,100,0.5,0.01,0
0.00710712219850067,0.0055829993743324,0.00863124502266893,0,GLM,1000,20,0.05,0
-0.000729435764564093,-0.00225355858873236,0.000794687059604172,0.590004659244673,EN,1000,20,0.05,0
-0.00576580097425246,-0.00728992379842072,-0.00424167815008419,0,AEN,1000,20,0.05,0
0.00171958834116616,0.000195465516997893,0.00324371116533442,0.0209765417579916,RF,1000,20,0.05,0
-0.00503363407653315,-0.00655860294844239,-0.00350866520462391,1.55431223447522e-15,GLM,500,0.5,0.05,0.3
6.82556406862156e-05,-0.00145671323122303,0.00159322451259546,0.999897670017665,EN,500,0.5,0.05,0.3
-0.0577601948155063,-0.0592851636874156,-0.0562352259435971,0,AEN,500,0.5,0.05,0.3
-0.0738932466387298,-0.075418215510639,-0.0723682777668205,0,RF,500,0.5,0.05,0.3
0.00937936300996085,0.00785515945857277,0.0109035665613489,0,GLM,5000,10,0.1,0.3
-3.6214806021978e-05,-0.00156041835741006,0.0014879887453661,0.999991816043777,EN,5000,10,0.1,0.3
-0.014148223155027,-0.0156724267064151,-0.0126240196036389,0,AEN,5000,10,0.1,0.3
-0.0816858411492452,-0.0832100447006333,-0.0801616375978572,0,RF,5000,10,0.1,0.3
-0.00134473131772371,-0.00286866946668224,0.000179206831234823,0.101462738460225,GLM,500,1,0.1,0.3
7.33277155999246e-05,-0.00145061043335861,0.00159726586455846,0.999863958743274,EN,500,1,0.1,0.3
-0.0563755536632366,-0.0578994918121952,-0.0548516155142781,0,AEN,500,1,0.1,0.3
-0.0788486525486208,-0.0803725906975793,-0.0773247143996623,0,RF,500,1,0.1,0.3
0.00658812415034939,0.00506352382451134,0.00811272447618745,0,GLM,5000,1,0.01,0.6
-0.000118261728400702,-0.00164286205423876,0.00140633859743736,0.999100876588204,EN,5000,1,0.01,0.6
-0.0128917778549353,-0.0144163781807734,-0.0113671775290973,0,AEN,5000,1,0.01,0.6
-0.0463506840889751,-0.0478752844148131,-0.044826083763137,0,RF,5000,1,0.01,0.6
0.0080508526710855,0.00652677185815562,0.00957493348401539,0,GLM,1000,1,0.05,0.6
-0.000242879261960038,-0.00176696007488992,0.00128120155096985,0.985808128417286,EN,1000,1,0.05,0.6
-0.0339723066610191,-0.0354963874739489,-0.0324482258480892,0,AEN,1000,1,0.05,0.6
-0.0565064841754027,-0.0580305649883326,-0.0549824033624728,0,RF,1000,1,0.05,0.6
-0.00384007329298673,-0.00536455141008265,-0.00231559517589081,3.45432371595678e-09,GLM,500,0.5,0.05,0.6
0.000172798605805186,-0.00135167951129074,0.00169727672290111,0.996072997668461,EN,500,0.5,0.05,0.6
-0.0456112972248457,-0.0471357753419417,-0.0440868191077498,0,AEN,500,0.5,0.05,0.6
-0.0490621610683556,-0.0505866391854515,-0.0475376829512596,0,RF,500,0.5,0.05,0.6
0.00762625145812109,0.00610174443532432,0.00915075848091786,0,GLM,5000,10,0.1,0.6
-0.000163865506648236,-0.00168837252944501,0.00136064151614854,0.996798542219048,EN,5000,10,0.1,0.6
-0.0147277667857875,-0.0162522738085842,-0.0132032597629907,0,AEN,5000,10,0.1,0.6
-0.0608185001305767,-0.0623430071533734,-0.0592939931077799,0,RF,5000,10,0.1,0.6
-0.00232749123536205,-0.00385228281569112,-0.000802699655032983,0.000709286634644979,GLM,500,1,0.1,0.6
-0.000279512227224929,-0.001804303807554,0.00124527935310414,0.976311271697333,EN,500,1,0.1,0.6
-0.0486563276321537,-0.0501811192124828,-0.0471315360518247,0,AEN,500,1,0.1,0.6
-0.0535727321961869,-0.055097523776516,-0.0520479406158578,0,RF,500,1,0.1,0.6
0.00235958875674674,0.00083630058532609,0.0038828769281674,0.000658606213200019,GLM,5000,1,0.01,0.95
-2.12124931147986e-05,-0.00154450066453545,0.00150207567830586,0.999999034373811,EN,5000,1,0.01,0.95
-0.00596202524561271,-0.00748531341703337,-0.00443873707419206,0,AEN,5000,1,0.01,0.95
-0.00532070560308831,-0.00684399377450897,-0.00379741743166766,0,RF,5000,1,0.01,0.95
0.00436113942075064,0.00283722436166902,0.00588505447983226,5.58031398867342e-12,GLM,1000,1,0.05,0.95
5.94817545916809e-05,-0.00146443330448994,0.0015833968136733,0.999940801342749,EN,1000,1,0.05,0.95
-0.0119527157094848,-0.0134766307685664,-0.0104288006504032,0,AEN,1000,1,0.05,0.95
-0.00193131832261022,-0.00345523338169184,-0.000407403263528596,0.00732309429499045,RF,1000,1,0.05,0.95
0.00821902173018044,0.0066956949527905,0.00974234850757037,0,GLM,500,10,0.05,0
-0.00100202165675145,-0.00252534843414139,0.000521305120638486,0.308334672153924,EN,500,10,0.05,0
-0.00625202146926199,-0.00777534824665192,-0.00472869469187205,0,AEN,500,10,0.05,0
0.00215532740961798,0.000632000632228041,0.00367865418700791,0.00208055987535882,RF,500,10,0.05,0
-0.00841544976931874,-0.0099397576111464,-0.00689114192749108,0,GLM,500,0.5,0.05,0.95
0.000165993467505038,-0.00135831437432262,0.00169030130933269,0.996635345220643,EN,500,0.5,0.05,0.95
-0.0221236253048772,-0.0236479331467049,-0.0205993174630496,0,AEN,500,0.5,0.05,0.95
