Estimate,lwr,upr,pval,contrast,n,EPV,prev,rho
-0.139324707510359,-0.147569459752559,-0.131079955268158,0,GLM,100,0.5,0.01,0
0.00297024341618812,-0.00527450882603248,0.0112149956584087,0.791364967064573,EN,100,0.5,0.01,0
0.0334105329154704,0.0251657806732391,0.0416552851577017,0,AEN,100,0.5,0.01,0
-0.0956036700953815,-0.103848422337574,-0.0873589178531891,0,RF,100,0.5,0.01,0
-0.0250424290532667,-0.0332794662939582,-0.0168053918125752,3.94129173741931e-13,GLM,1000,20,0.05,0
0.000886083717299258,-0.00735095352339221,0.00912312095799073,0.996796110351836,EN,1000,20,0.05,0
0.0660337313109787,0.0577966940702872,0.0742707685516701,0,AEN,1000,20,0.05,0
0.0206058832379191,0.0123688459972276,0.0288429204786106,2.26784058199314e-09,RF,1000,20,0.05,0
0.0014317451598671,-0.006810363405346,0.00967385372508021,0.980512243152733,GLM,500,0.5,0.05,0.3
-0.000172472271890989,-0.00841458083710409,0.00806963629332211,0.999995067792471,EN,500,0.5,0.05,0.3
0.0946157210013404,0.0863736124361273,0.102857829566554,0,AEN,500,0.5,0.05,0.3
0.109426411323691,0.101184302758478,0.117668519888904,0,RF,500,0.5,0.05,0.3
-0.00111498102519947,-0.00935665717054219,0.00712669512014326,0.992295768086947,GLM,5000,10,0.1,0.3
-1.02309294693903e-05,-0.00825190707481212,0.00823144521587334,0.999999999938761,EN,5000,10,0.1,0.3
0.0102597749949007,0.00201809884955799,0.0185014511402434,0.00886102366323716,AEN,5000,10,0.1,0.3
0.0816734943502647,0.073431818204922,0.0899151704956074,0,RF,5000,10,0.1,0.3
-0.00309437559099446,-0.0113365938170737,0.00514784263508482,0.767422225184886,GLM,500,1,0.1,0.3
-0.00019462091095368,-0.00843683913703296,0.0080475973151256,0.99999200917118,EN,500,1,0.1,0.3
0.0846376983068013,0.0763954800807221,0.0928799165328806,0,AEN,500,1,0.1,0.3
0.109198555217486,0.100956336991407,0.117440773443566,0,RF,500,1,0.1,0.3
-0.00189954693260663,-0.0101414441648012,0.00634235029958792,0.947249688602844,GLM,5000,1,0.01,0.6
3.25977087226592e-05,-0.00820929952347189,0.00827449494091721,0.999999993689282,EN,5000,1,0.01,0.6
0.0130806068251823,0.00483870959298776,0.0213225040573769,0.000402792397010465,AEN,5000,1,0.01,0.6
0.0707975997823923,0.0625557025501978,0.0790394970145869,0,RF,5000,1,0.01,0.6
-0.00513050508696244,-0.0133702386297477,0.00310922845582284,0.355820023995409,GLM,1000,1,0.05,0.6
6.74941822722541e-05,-0.00817223936051303,0.00830722772505754,0.999999884054542,EN,1000,1,0.05,0.6
0.0457724239358777,0.0375326903930924,0.0540121574786629,0,AEN,1000,1,0.05,0.6
0.0875325523054377,0.0792928187626524,0.0957722858482229,0,RF,1000,1,0.05,0.6
-0.00175082100951074,-0.00999147055177517,0.00648982853275369,0.960120457573373,GLM,500,0.5,0.05,0.6
-0.000292219380942926,-0.00853286892320736,0.00794843016132151,0.99995956657921,EN,500,0.5,0.05,0.6
0.0859619429423295,0.0777212934000651,0.0942025924845939,0,AEN,500,0.5,0.05,0.6
0.0889366512733732,0.0806960017311088,0.0971773008156377,0,RF,500,0.5,0.05,0.6
-0.00171397900267645,-0.00995428327919697,0.00652632527384408,0.962967283928775,GLM,5000,10,0.1,0.6
2.81170859588453e-05,-0.00821218719056168,0.00826842136247937,0.999999996506806,EN,5000,10,0.1,0.6
0.01224882956062,0.00400852528409949,0.0204891338371405,0.00107561517854571,AEN,5000,10,0.1,0.6
0.0694993826726612,0.0612590783961407,0.0777396869491817,0,RF,5000,10,0.1,0.6
-0.00164326300691486,-0.00988519521088513,0.00659866919705541,0.968059380348325,GLM,500,1,0.1,0.6
0.00011196091674881,-0.00812997128722146,0.00835389312071908,0.999999122737231,EN,500,1,0.1,0.6
0.0822087308253594,0.0739667986213891,0.0904506630293297,0,AEN,500,1,0.1,0.6
0.0885751696558847,0.0803332374519145,0.096817101859855,0,RF,500,1,0.1,0.6
-0.00693695793168325,-0.0151756519294738,0.0013017360661073,0.126805544815015,GLM,5000,1,0.01,0.95
-6.8341581469733e-05,-0.00830703557926028,0.00817035241632082,0.999999878122423,EN,5000,1,0.01,0.95
0.0330924223063507,0.0248537283085601,0.0413311163041412,0,AEN,5000,1,0.01,0.95
0.0275238434927393,0.0192851494949487,0.0357625374905298,6.66133814775094e-16,RF,5000,1,0.01,0.95
-0.0106430290442796,-0.0188789135608893,-0.00240714452766993,0.00607529429869835,GLM,1000,1,0.05,0.95
0.000178141279075006,-0.00805774323753467,0.00841402579568468,0.999994387689451,EN,1000,1,0.05,0.95
0.035827480694226,0.0275915961776164,0.0440633652108357,0,AEN,1000,1,0.05,0.95
0.0231959324376824,0.0149600479210727,0.031431816954292,1.42886813492282e-11,RF,1000,1,0.05,0.95
-0.0394696352403181,-0.0477085970360489,-0.0312306734445873,0,GLM,500,10,0.05,0
0.00350021746732276,-0.00473874432840803,0.0117391792630536,0.684420052633316,EN,500,10,0.05,0
0.0796681890292811,0.0714292272335503,0.0879071508250119,0,AEN,500,10,0.05,0
0.0122316777858474,0.00399271599011664,0.0204706395815782,0.00110863462369815,RF,500,10,0.05,0
-0.00760654245004044,-0.0158478377942245,0.000634752894143645,0.0801811904623358,GLM,500,0.5,0.05,0.95
4.30510076324664e-05,-0.00819824433655162,0.00828434635181655,0.999999980803079,EN,500,0.5,0.05,0.95
0.0557078251109858,0.0474665297668017,0.0639491204551699,0,AEN,500,0.5,0.05,0.95
