Estimate,lwr,upr,pval,contrast,n,EPV,prev,rho,sparsity
-0.0529012432597744,-0.0752437014209278,-0.0305587850986211,3.19467876597201e-08,GLM,100,0.5,0.01,0,0.3
-0.128683336245683,-0.155673606392914,-0.101693066098451,0,EN,100,0.5,0.01,0,0.3
0.108487990615348,0.0818077267816447,0.135168254449052,0,AEN,100,0.5,0.01,0,0.3
0.018378118824782,-0.0039643393363873,0.0407205769859513,0.136439981811206,RF,100,0.5,0.01,0,0.3
-0.00923048846968066,-0.0264135245928581,0.00795254765349676,0.488866008532083,GLM,500,20,0.05,0,0.6
-0.00930140497828102,-0.0264844411014584,0.0078816311448964,0.481964779963434,EN,500,20,0.05,0,0.6
-0.000220928258236497,-0.0174039643814139,0.0169621078649409,0.999999295874939,AEN,500,20,0.05,0,0.6
-0.00877145002391988,-0.0259544861470973,0.00841158609925754,0.53413508100141,RF,500,20,0.05,0,0.6
-0.0351447878189107,-0.0523300941705113,-0.0179594814673101,2.55835242468638e-06,GLM,500,10,0.1,0.95,0.6
0.0137690290766722,-0.00341627727492837,0.0309543354282728,0.15672577319224,EN,500,10,0.1,0.95,0.6
0.109703498576303,0.0925181922247028,0.126888804927904,0,AEN,500,10,0.1,0.95,0.6
0.00532356025113634,-0.0118617461004642,0.0225088666027369,0.864188688622603,RF,500,10,0.1,0.95,0.6
-0.0199876123097409,-0.0381730840761046,-0.00180214054337718,0.0260124180454786,GLM,500,1,0.01,0,0.9
-0.0017167026323468,-0.0208488796009061,0.0174154743362125,0.998320475467721,EN,500,1,0.01,0,0.9
0.00116714460794987,-0.0181105410873314,0.0204448303032311,0.999641659763727,AEN,500,1,0.01,0,0.9
-0.0114314547746004,-0.0296169265409641,0.00675401699176332,0.342946333688167,RF,500,1,0.01,0,0.9
-0.00875279479218172,-0.0259260846351568,0.00842049505079332,0.536053271387303,GLM,1000,10,0.05,0,0.9
-0.00140610304328714,-0.0185793928862622,0.0157671867996879,0.998891383026191,EN,1000,10,0.05,0,0.9
0.000454754787635347,-0.0167185350553397,0.0176280446306104,0.99998740272579,AEN,1000,10,0.05,0,0.9
-0.00855947389429113,-0.0257327637372662,0.00861381594868391,0.555498773518244,RF,1000,10,0.05,0,0.9
-0.00876688968972672,-0.0268737587970425,0.00933997941758905,0.573628139019004,GLM,100,1,0.05,0,0.9
-0.000462838445380198,-0.0195691017197386,0.0186434248289782,0.999990664519933,EN,100,1,0.05,0,0.9
0.000647238194139144,-0.0183524461765002,0.0196469225647785,0.999963630248971,AEN,100,1,0.05,0,0.9
-0.008575529726084,-0.0266823988333998,0.00953133938123178,0.592058195684545,RF,100,1,0.05,0,0.9
-0.00629324188812175,-0.0234690777389283,0.0108825939626848,0.782159173690998,GLM,1000,20,0.1,0,0.9
-0.00146418470113563,-0.0186400205519422,0.0157116511496709,0.998701152091131,EN,1000,20,0.1,0,0.9
-0.00018993007115875,-0.0173657659219653,0.0169859057796478,0.999999615285281,AEN,1000,20,0.1,0,0.9
-0.00707971104099592,-0.0242555468918025,0.0100961248098106,0.706305100858613,RF,1000,20,0.1,0,0.9
-0.00655923857599217,-0.0237336988399096,0.0106152216879253,0.757204612095262,GLM,500,10,0.1,0,0.9
-0.00136760503333211,-0.0185420652972495,0.0158068552305853,0.999005639202222,EN,500,10,0.1,0,0.9
-2.29172778474229e-05,-0.0171973775417649,0.01715154298607,0.999999999918389,AEN,500,10,0.1,0,0.9
-0.00685241529451952,-0.024026875558437,0.0103220449693979,0.728797530456034,RF,500,10,0.1,0,0.9
-0.0203507614275504,-0.03846489009644,-0.00223663275866089,0.0218817262207379,GLM,500,1,0.01,0.3,0.9
-0.00194242569828973,-0.0209953542617258,0.0171105028651464,0.997245878127299,EN,500,1,0.01,0.3,0.9
0.0004898945611016,-0.0184931137066741,0.0194729028288773,0.99998794313371,AEN,500,1,0.01,0.3,0.9
-0.0106819265052031,-0.0287960551740926,0.00743220216368649,0.399361723341856,RF,500,1,0.01,0.3,0.9
-0.00949425427777328,-0.0266769925265359,0.00768848397098933,0.463369694753219,GLM,1000,10,0.05,0.3,0.9
-0.00146038326918274,-0.0186431215179454,0.0157223549795799,0.998714286458535,EN,1000,10,0.05,0.3,0.9
9.5223823193713e-05,-0.0170875144255689,0.0172779620719563,0.999999975678013,AEN,1000,10,0.05,0.3,0.9
-0.0086398289591989,-0.0258225672079615,0.00854290928956371,0.547400560732849,RF,1000,10,0.05,0.3,0.9
-0.00963362110568611,-0.0277767701026541,0.0085095278912819,0.492890355023339,GLM,100,1,0.05,0.3,0.9
-0.00209548908436763,-0.0211634237983142,0.0169724456295789,0.996313087736479,EN,100,1,0.05,0.3,0.9
-0.000342758095645324,-0.0193757397255021,0.0186902235342115,0.999997127106901,AEN,100,1,0.05,0.3,0.9
-0.00931366845873927,-0.0274568174557073,0.00882948053822874,0.522594366642193,RF,100,1,0.05,0.3,0.9
-0.00634341485166046,-0.0235240476119112,0.0108372179085902,0.777503235734607,GLM,1000,20,0.1,0.3,0.9
-0.00169308661173084,-0.0188737193719815,0.0154875461485199,0.997713157873753,EN,1000,20,0.1,0.3,0.9
0.000175661904083024,-0.0170049708561677,0.0173562946643337,0.999999718471069,AEN,1000,20,0.1,0.3,0.9
-0.00661443798756833,-0.023795070747819,0.0105661947726824,0.751908426795832,RF,1000,20,0.1,0.3,0.9
-0.0198714976418222,-0.0501307110859457,0.0103877158023014,0.285057463213013,GLM,100,0.5,0.01,0.3,0.6
-0.0191577117795492,-0.0586276938629009,0.0203122703038026,0.530373152247416,EN,100,0.5,0.01,0.3,0.6
0.000332258070803171,-0.0395965461378818,0.0402610622794881,0.999999784317044,AEN,100,0.5,0.01,0.3,0.6
-0.0059988615396519,-0.0362580749837755,0.0242603519044717,0.95297196782956,RF,100,0.5,0.01,0.3,0.6
-0.00626727872480881,-0.0234549420066374,0.0109203845570198,0.784558127613023,GLM,500,10,0.1,0.3,0.9
-0.00149405505035272,-0.0186817183321813,0.0156936082314759,0.99859451781316,EN,500,10,0.1,0.3,0.9
0.000143578504028574,-0.0170440847778,0.0173312417858571,0.999999874319989,AEN,500,10,0.1,0.3,0.9
-0.00625886888798111,-0.0234465321698097,0.0109287943938475,0.785319157574487,RF,500,10,0.1,0.3,0.9
-0.0208240713841441,-0.0389229342544146,-0.00272520851387362,0.0179829715409279,GLM,500,1,0.01,0.6,0.9
-0.00183295995711119,-0.0207318768545184,0.0170659569402961,0.997722606722144,EN,500,1,0.01,0.6,0.9
0.000494239545612785,-0.0184159063674573,0.0194043854586828,0.999987276608466,AEN,500,1,0.01,0.6,0.9
-0.0113971611982511,-0.0294960240685216,0.00670170167201941,0.341383625727276,RF,500,1,0.01,0.6,0.9
