Estimate,lwr,upr,pval,contrast,n,EPV,prev,rho,sparsity
0.0536546199467081,0.0463841385737977,0.0609251013196186,0,GLM,100,0.5,0.01,0,0
0.0565095621993427,0.0492518600879402,0.0637672643107453,0,EN,100,0.5,0.01,0,0
-0.0345326377170167,-0.041790339828417,-0.0272749356056164,0,AEN,100,0.5,0.01,0,0
0.0339756263479765,0.0116901415271476,0.0562611111688053,0.000704509362359995,RF,100,0.5,0.01,0,0
0.0603382417753541,0.0531394599047634,0.0675370236459447,0,GLM,500,10,0.05,0,0
-0.0345274483760025,-0.0417262302465931,-0.0273286665054118,0,EN,500,10,0.05,0,0
-0.0540664103476958,-0.0612651922182865,-0.0468676284771052,0,AEN,500,10,0.05,0,0
0.0521411193698719,0.0447166032144095,0.0595656355253344,0,RF,500,10,0.05,0,0
0.0570115129758978,0.0498155640089558,0.0642074619428398,0,GLM,500,20,0.1,0,0
-0.0286386808779883,-0.0358346298449302,-0.0214427319110463,0,EN,500,20,0.1,0,0
-0.051153729483587,-0.058349678450529,-0.043957780516645,0,AEN,500,20,0.1,0,0
0.0531250228100671,0.0459145804770478,0.0603354651430864,0,RF,500,20,0.1,0,0
0.0577769336955691,0.0505248249577799,0.0650290424333583,0,GLM,1000,20,0.05,0.95,0
-0.0487544752585373,-0.0560065839963265,-0.0415023665207481,0,EN,1000,20,0.05,0.95,0
-0.0630282467387137,-0.0702803554765028,-0.0557761380009245,0,AEN,1000,20,0.05,0.95,0
-0.0272791578738941,-0.0416892929459718,-0.0128690228018163,1.29993899455894e-05,RF,1000,20,0.05,0.95,0
0.0621561773565517,0.0549058867157068,0.0694064679973966,0,GLM,500,10,0.05,0.95,0
-0.0544469756935183,-0.0616972663343631,-0.0471966850526734,0,EN,500,10,0.05,0.95,0
-0.0660159555792461,-0.073266246220091,-0.0587656649384012,0,AEN,500,10,0.05,0.95,0
-0.02521160670343,-0.0398410845758462,-0.0105821288310138,9.17067328191079e-05,RF,500,10,0.05,0.95,0
0.0593412319998097,0.0521108938380657,0.0665715701615537,0,GLM,500,20,0.1,0.95,0
-0.0568841222556994,-0.0641144604174434,-0.0496537840939554,0,EN,500,20,0.1,0.95,0
-0.0663702623879063,-0.0736006005496503,-0.0591399242261623,0,AEN,500,20,0.1,0.95,0
-0.0431478402670185,-0.0527909875096473,-0.0335046930243897,0,RF,500,20,0.1,0.95,0
0.0742286938600541,0.0670293654276554,0.0814280222924527,0,GLM,1000,20,0.05,0,0.9
-0.0981676993731891,-0.105367027805588,-0.0909683709407904,0,EN,1000,20,0.05,0,0.9
-0.0962286899131633,-0.103428018345562,-0.0890293614807647,0,AEN,1000,20,0.05,0,0.9
0.0642285186268106,0.056730165516288,0.0717268717373332,0,RF,1000,20,0.05,0,0.9
0.0750718032167978,0.0678691774798625,0.0822744289537332,0,GLM,500,10,0.05,0,0.9
-0.0959695049388333,-0.103172130675769,-0.088766879201898,0,EN,500,10,0.05,0,0.9
-0.0946430528257198,-0.101845678562655,-0.0874404270887845,0,AEN,500,10,0.05,0,0.9
0.0629118035346616,0.055442663305365,0.0703809437639583,0,RF,500,10,0.05,0,0.9
0.066524736281113,0.0593272867415146,0.0737221858207114,0,GLM,500,20,0.1,0,0.9
-0.0990687109117891,-0.106266160451388,-0.0918712613721908,0,EN,500,20,0.1,0,0.9
-0.0973925477469784,-0.104589997286577,-0.09019509820738,0,AEN,500,20,0.1,0,0.9
0.060734666351741,0.0535299940812338,0.0679393386222483,0,RF,500,20,0.1,0,0.9
0.0469226049101521,0.0396589769085155,0.0541862329117887,0,GLM,1000,20,0.05,0.95,0.9
-0.0815256435061322,-0.0887892715077688,-0.0742620155044957,0,EN,1000,20,0.05,0.95,0.9
-0.103799427624382,-0.111063055626019,-0.0965357996227454,0,AEN,1000,20,0.05,0.95,0.9
0.0312726976666459,-0.00965576752496066,0.0722011628582524,0.198021911532916,RF,1000,20,0.05,0.95,0.9
0.0504908679031761,0.043227798542957,0.0577539372633952,0,GLM,500,10,0.05,0.95,0.9
-0.0764165831456682,-0.0836796525058873,-0.0691535137854491,0,EN,500,10,0.05,0.95,0.9
-0.0958919631311785,-0.103155032491398,-0.0886288937709594,0,AEN,500,10,0.05,0.95,0.9
0.0327922129246818,0.00317435268422902,0.0624100731651345,0.0237975662723888,RF,500,10,0.05,0.95,0.9
0.0662482022596753,0.0589880684140761,0.0735083361052745,0,GLM,500,20,0.05,0,0
0.0505821782165936,0.0433220443709944,0.0578423120621928,0,EN,500,20,0.05,0,0
-0.0402107642904719,-0.0474708981360711,-0.0329506304448727,0,AEN,500,20,0.05,0,0
0.0353836180760895,0.0101000969640845,0.0606671391880946,0.00215925043197829,RF,500,20,0.05,0,0
0.0425306164441027,0.0352941812766961,0.0497670516115094,0,GLM,500,20,0.1,0.95,0.9
-0.0763760333805067,-0.0836124685479134,-0.0691395982131001,0,EN,500,20,0.1,0.95,0.9
-0.0960880775807559,-0.103324512748163,-0.0888516424133493,0,AEN,500,20,0.1,0.95,0.9
0.0261571695696076,0.0154779653439947,0.0368363737952205,5.83473103166199e-09,RF,500,20,0.1,0.95,0.9
0.0486255313064445,0.041407036914757,0.0558440256981321,0,GLM,500,1,0.01,0,0
-0.0145224514109891,-0.0217409458026767,-0.00730395701930157,3.05348329898703e-06,EN,500,1,0.01,0,0
-0.062647533050136,-0.0698660274418235,-0.0554290386584484,0,AEN,500,1,0.01,0,0
0.0205235033363179,0.0118295757147993,0.0292174309578365,2.68386679547206e-08,RF,500,1,0.01,0,0
